NA	NA-NA	NA
SEND	1-HYPERNYM	9
SENSING	1-HYPERNYM	5
SEPARATE	1-HYPERNYM	13
SEPARATION	1-HYPERNYM	15
SEQUENCE	1-HYPERNYM	16
SERIES	1-HYPERNYM	8
SERVE	1-HYPERNYM	16
SERVICE	1-HYPERNYM	12
SERVICEMAN	1-HYPERNYM	9
SET	1-HYPERNYM	57
SETTLE	1-HYPERNYM	4
SET_ABOUT	1-HYPERNYM	11
SEXUAL_ACTIVITY	1-HYPERNYM	24
SEXUAL_ASSAULT	1-HYPERNYM	14
SEXUAL_DESIRE	1-HYPERNYM	3
SEXUAL_INTERCOURSE	1-HYPERNYM	8
SHAFT	1-HYPERNYM	4
SHAPE	1-HYPERNYM	6
SHARE	1-HYPERNYM	24
SHELTER	1-HYPERNYM	5
SHIFT	1-HYPERNYM	4
SHOOTING	1-HYPERNYM	41
SHOT	1-HYPERNYM	35
SHOUT	1-HYPERNYM	5
SHOW	1-HYPERNYM	13
SICKEN	1-HYPERNYM	7
SIDE	1-HYPERNYM	28
SIDEREAL_TIME	1-HYPERNYM	49
SIGHT	1-HYPERNYM	4
SIGNAL	1-HYPERNYM	4
SIGNIFICANCE	1-HYPERNYM	17
SIMILARITY	1-HYPERNYM	3
SIMPLETON	1-HYPERNYM	18
SINGER	1-HYPERNYM	3
SIOUX	1-HYPERNYM	3
SITE	1-HYPERNYM	5
SITUATE	1-HYPERNYM	5
SITUATION	1-HYPERNYM	51
SIZE	1-HYPERNYM	3
SKELETAL_STRUCTURE	1-HYPERNYM	8
SKILLED_WORKER	1-HYPERNYM	29
SKILLFULNESS	1-HYPERNYM	3
SLAVE	1-HYPERNYM	8
SLEEP_TOGETHER	1-HYPERNYM	20
SLOPE	1-HYPERNYM	7
SMALL_INDEFINITE_QUANTITY	1-HYPERNYM	19
SOCIALISM	1-HYPERNYM	3
SOCIAL_CONTROL	1-HYPERNYM	39
SOCIAL_EVENT	1-HYPERNYM	16
SOCIAL_GATHERING	1-HYPERNYM	4
SOCIAL_GROUP	1-HYPERNYM	134
SOCIAL_RELATION	1-HYPERNYM	3
SOCIAL_SCIENCE	1-HYPERNYM	81
SOCIETY	1-HYPERNYM	3
SOFTWARE	1-HYPERNYM	6
SOIL	1-HYPERNYM	5
SOILING	1-HYPERNYM	6
SOLICIT	1-HYPERNYM	3
SOLID	1-HYPERNYM	18
SOLVE	1-HYPERNYM	4
SOMESTHESIA	1-HYPERNYM	14
SORROW	1-HYPERNYM	6
SOUND	1-HYPERNYM	36
SOUND_PROPERTY	1-HYPERNYM	7
SPACE	1-HYPERNYM	14
SPATIAL_PROPERTY	1-HYPERNYM	7
SPECIALIST	1-HYPERNYM	4
SPECULATE	1-HYPERNYM	90
SPEECH	1-HYPERNYM	11
SPEECH_ACT	1-HYPERNYM	10
SPEND	1-HYPERNYM	26
SPHERE	1-HYPERNYM	8
SPIRIT	1-HYPERNYM	11
SPIRITUAL_BEING	1-HYPERNYM	7
SPOT	1-HYPERNYM	12
SPOUSE	1-HYPERNYM	28
SPREAD	1-HYPERNYM	7
SPY	1-HYPERNYM	6
STAG	1-HYPERNYM	4
STALENESS	1-HYPERNYM	93
STANDING	1-HYPERNYM	6
STAR	1-HYPERNYM	4
START	1-HYPERNYM	3
STATE	1-HYPERNYM	207
STATEMENT	1-HYPERNYM	74
STATISTIC	1-HYPERNYM	12
STATUE	1-HYPERNYM	10
STATUS	1-HYPERNYM	12
STAY	1-HYPERNYM	4
STAY_IN_PLACE	1-HYPERNYM	8
STEAL	1-HYPERNYM	12
STEER	1-HYPERNYM	3
STEP	1-HYPERNYM	32
STIMULATE	1-HYPERNYM	11
STIPULATE	1-HYPERNYM	4
STOCK_CERTIFICATE	1-HYPERNYM	3
STOLEN_PROPERTY	1-HYPERNYM	3
STOP	1-HYPERNYM	15
STORE	1-HYPERNYM	16
STORY	1-HYPERNYM	4
STRAIGHT_LINE	1-HYPERNYM	4
STRAIN	1-HYPERNYM	5
STREAM	1-HYPERNYM	13
STRENGTH	1-HYPERNYM	66
STRETCHING	1-HYPERNYM	6
STRIKE	1-HYPERNYM	3
STRIVE	1-HYPERNYM	19
STRUCTURE	1-HYPERNYM	39
STUDY	1-HYPERNYM	3
STUPEFACTION	1-HYPERNYM	3
SUBJECT	1-HYPERNYM	23
SUBSTANCE	1-HYPERNYM	48
SUCCEED	1-HYPERNYM	57
SUCCESS	1-HYPERNYM	16
SUFFER	1-HYPERNYM	21
SUGGESTION	1-HYPERNYM	3
SUIT	1-HYPERNYM	121
SUM	1-HYPERNYM	3
SUPERIOR	1-HYPERNYM	17
SUPPLANT	1-HYPERNYM	4
SUPPLY	1-HYPERNYM	33
SUPPORT	1-HYPERNYM	58
SUPPORTER	1-HYPERNYM	3
SURFACE	1-HYPERNYM	17
SURPRISE	1-HYPERNYM	8
SURVEY	1-HYPERNYM	3
SWIM	1-HYPERNYM	4
SWIMMER	1-HYPERNYM	3
SWITCH	1-HYPERNYM	8
SWITCH_OFF	1-HYPERNYM	4
SYMBOL	1-HYPERNYM	25
SYMPATHY	1-HYPERNYM	8
SYMPTOM	1-HYPERNYM	10
SYNDROME	1-HYPERNYM	3
SYSTEM	1-HYPERNYM	27
SYSTEM_OF_MEASUREMENT	1-HYPERNYM	5
TABLE	1-HYPERNYM	4
TABLEWARE	1-HYPERNYM	6
TAI	1-HYPERNYM	3
TAKE	1-HYPERNYM	42
TAKE_CARE	1-HYPERNYM	7
TALK	1-HYPERNYM	33
TASTE	1-HYPERNYM	5
TAXONOMIC_GROUP	1-HYPERNYM	22
TEACH	1-HYPERNYM	16
TEASE	1-HYPERNYM	5
TELECOMMUNICATE	1-HYPERNYM	13
TELEPHONE	1-HYPERNYM	6
TELEVISION_EQUIPMENT	1-HYPERNYM	4
TELEVISION_PROGRAM	1-HYPERNYM	5
TELL	1-HYPERNYM	65
TEMPERATURE	1-HYPERNYM	9
TEND	1-HYPERNYM	7
TENSE	1-HYPERNYM	8
TERM	1-HYPERNYM	13
TERMINATION	1-HYPERNYM	28
THEOLOGIAN	1-HYPERNYM	13
THEOLOGICAL_VIRTUE	1-HYPERNYM	5
THING	1-HYPERNYM	32
THINK	1-HYPERNYM	280
THINKING	1-HYPERNYM	3
THOROUGHFARE	1-HYPERNYM	3
THRUSH	1-HYPERNYM	4
THRUST	1-HYPERNYM	7
THWART	1-HYPERNYM	6
TIDE	1-HYPERNYM	6
TIME	1-HYPERNYM	45
TIME_INTERVAL	1-HYPERNYM	7
TIME_OF_LIFE	1-HYPERNYM	38
TIME_PERIOD	1-HYPERNYM	385
TIME_UNIT	1-HYPERNYM	40
TITLE	1-HYPERNYM	10
TOILET	1-HYPERNYM	3
TOOL	1-HYPERNYM	3
TOPIC	1-HYPERNYM	6
TOPOGRAPHIC_POINT	1-HYPERNYM	20
TORMENT	1-HYPERNYM	3
TOUCH	1-HYPERNYM	47
TOUR	1-HYPERNYM	5
TRACE	1-HYPERNYM	5
TRACK	1-HYPERNYM	4
TRACKED_VEHICLE	1-HYPERNYM	3
TRACK_AND_FIELD	1-HYPERNYM	3
TRACT	1-HYPERNYM	22
TRADE	1-HYPERNYM	4
TRADER	1-HYPERNYM	3
TRAIT	1-HYPERNYM	26
TRANSFER	1-HYPERNYM	33
TRANSFORM	1-HYPERNYM	16
TRANSGRESS	1-HYPERNYM	7
TRANSGRESSION	1-HYPERNYM	62
TRANSMIT	1-HYPERNYM	56
TRANSPORT	1-HYPERNYM	4
TRAVEL	1-HYPERNYM	114
TRAVELER	1-HYPERNYM	20
TRAVERSE	1-HYPERNYM	4
TREAT	1-HYPERNYM	21
TREATY	1-HYPERNYM	11
TREE	1-HYPERNYM	7
TRIAL	1-HYPERNYM	10
TRICKERY	1-HYPERNYM	3
TROPHY	1-HYPERNYM	3
TROUBLE	1-HYPERNYM	20
TRUST	1-HYPERNYM	18
TRUSTWORTHINESS	1-HYPERNYM	4
TRY	1-HYPERNYM	30
TUBE	1-HYPERNYM	3
TUG	1-HYPERNYM	6
TUNE	1-HYPERNYM	6
TURBULENCE	1-HYPERNYM	26
TURBULENT_FLOW	1-HYPERNYM	13
TURN	1-HYPERNYM	23
TWILIGHT	1-HYPERNYM	3
TYPE	1-HYPERNYM	45
UNCERTAINTY	1-HYPERNYM	5
UNDERGO	1-HYPERNYM	85
UNDERSTAND	1-HYPERNYM	195
UNDERSTANDING	1-HYPERNYM	3
UNDO	1-HYPERNYM	10
UNFORTUNATE	1-HYPERNYM	12
UNION	1-HYPERNYM	3
UNIT	1-HYPERNYM	192
UNITED_NATIONS_AGENCY	1-HYPERNYM	3
UNIT_OF_MEASUREMENT	1-HYPERNYM	4
UNIVERSE	1-HYPERNYM	8
UNMAKE	1-HYPERNYM	4
UNPLEASANT_PERSON	1-HYPERNYM	19
UNPLEASANT_WOMAN	1-HYPERNYM	4
UNWRAP	1-HYPERNYM	5
UPBRINGING	1-HYPERNYM	8
UPSET	1-HYPERNYM	29
URGENCY	1-HYPERNYM	3
USE	1-HYPERNYM	110
USER	1-HYPERNYM	3
UTILITY	1-HYPERNYM	8
UTTER	1-HYPERNYM	31
UTTERANCE	1-HYPERNYM	5
VALIDITY	1-HYPERNYM	4
VALUE	1-HYPERNYM	29
VAPORIZATION	1-HYPERNYM	3
VEGETABLE	1-HYPERNYM	3
VEGETATION	1-HYPERNYM	4
VENTURE	1-HYPERNYM	49
VERIFY	1-HYPERNYM	40
VERTEBRATE	1-HYPERNYM	8
VESSEL	1-HYPERNYM	25
VICTIM	1-HYPERNYM	4
VICTIMIZE	1-HYPERNYM	3
VICTORY	1-HYPERNYM	3
VILLAIN	1-HYPERNYM	3
VISIT	1-HYPERNYM	6
VISITOR	1-HYPERNYM	6
VISUAL_COMMUNICATION	1-HYPERNYM	10
VISUAL_PERCEPT	1-HYPERNYM	5
VISUAL_SIGNAL	1-HYPERNYM	5
VOTE	1-HYPERNYM	12
WALK	1-HYPERNYM	13
WARN	1-HYPERNYM	12
WARNING	1-HYPERNYM	3
WATCH	1-HYPERNYM	16
WAY	1-HYPERNYM	4
WEAKEN	1-HYPERNYM	10
WEAKLING	1-HYPERNYM	4
WEALTH	1-HYPERNYM	6
WEAPON	1-HYPERNYM	9
WEAR	1-HYPERNYM	72
WEATHER	1-HYPERNYM	4
WEDGE	1-HYPERNYM	5
WEEKDAY	1-HYPERNYM	22
WELLBEING	1-HYPERNYM	11
WHEELED_VEHICLE	1-HYPERNYM	9
WIN	1-HYPERNYM	4
WIND	1-HYPERNYM	9
WISH	1-HYPERNYM	17
WIT	1-HYPERNYM	12
WITNESS	1-HYPERNYM	3
WOMAN	1-HYPERNYM	11
WOMANIZER	1-HYPERNYM	7
WOOD	1-HYPERNYM	14
WOODY_PLANT	1-HYPERNYM	5
WORD	1-HYPERNYM	11
WORK	1-HYPERNYM	83
WORKER	1-HYPERNYM	48
WORKPLACE	1-HYPERNYM	17
WORK_TIME	1-HYPERNYM	39
WORK_UNIT	1-HYPERNYM	3
WORLD_ORGANIZATION	1-HYPERNYM	19
WORRY	1-HYPERNYM	5
WORSEN	1-HYPERNYM	50
WORTH	1-HYPERNYM	5
WRIT	1-HYPERNYM	5
WRITE	1-HYPERNYM	6
WRITER	1-HYPERNYM	8
WRITING	1-HYPERNYM	20
WRITTEN_AGREEMENT	1-HYPERNYM	7
WRITTEN_RECORD	1-HYPERNYM	3
WRONGDOER	1-HYPERNYM	14
WRONGDOING	1-HYPERNYM	10
YARD	1-HYPERNYM	10
YIELD	1-HYPERNYM	25
YOUNG_MAMMAL	1-HYPERNYM	5
ZOONOSIS	1-HYPERNYM	3
accepting	1-HYPERNYM	3
accused	1-HYPERNYM	5
act	1-HYPERNYM	8
acting	1-HYPERNYM	10
admit	1-HYPERNYM	3
affected	1-HYPERNYM	12
affects	1-HYPERNYM	3
afford	1-HYPERNYM	5
agree	1-HYPERNYM	19
allow	1-HYPERNYM	6
allowed	1-HYPERNYM	12
allowing	1-HYPERNYM	4
allows	1-HYPERNYM	4
american	1-HYPERNYM	36
analyzed	1-HYPERNYM	3
animal	1-HYPERNYM	16
asia	1-HYPERNYM	3
ask	1-HYPERNYM	10
asked	1-HYPERNYM	9
asking	1-HYPERNYM	7
average	1-HYPERNYM	5
avoid	1-HYPERNYM	9
avoided	1-HYPERNYM	3
back	1-HYPERNYM	85
bad	1-HYPERNYM	203
become	1-HYPERNYM	7
becoming	1-HYPERNYM	3
began	1-HYPERNYM	5
begin	1-HYPERNYM	10
beginning	1-HYPERNYM	9
behind	1-HYPERNYM	19
best	1-HYPERNYM	49
better	1-HYPERNYM	120
black	1-HYPERNYM	35
bombed	1-HYPERNYM	6
born	1-HYPERNYM	3
brave	1-HYPERNYM	5
brazil	1-HYPERNYM	6
ca	1-HYPERNYM	209
capital	1-HYPERNYM	4
cause	1-HYPERNYM	30
caused	1-HYPERNYM	26
causes	1-HYPERNYM	8
causing	1-HYPERNYM	15
central	1-HYPERNYM	3
change	1-HYPERNYM	23
changed	1-HYPERNYM	10
changing	1-HYPERNYM	5
charged	1-HYPERNYM	3
check	1-HYPERNYM	3
china	1-HYPERNYM	11
clean	1-HYPERNYM	14
clear	1-HYPERNYM	15
close	1-HYPERNYM	19
closed	1-HYPERNYM	3
closer	1-HYPERNYM	3
cold	1-HYPERNYM	4
come	1-HYPERNYM	13
coming	1-HYPERNYM	4
complain	1-HYPERNYM	3
complete	1-HYPERNYM	4
constant	1-HYPERNYM	9
cool	1-HYPERNYM	6
correct	1-HYPERNYM	6
corrupt	1-HYPERNYM	17
crazy	1-HYPERNYM	70
create	1-HYPERNYM	4
creating	1-HYPERNYM	9
criminal	1-HYPERNYM	10
crushed	1-HYPERNYM	5
current	1-HYPERNYM	20
daily	1-HYPERNYM	12
day	1-HYPERNYM	17
days	1-HYPERNYM	9
dead	1-HYPERNYM	51
dear	1-HYPERNYM	3
decide	1-HYPERNYM	4
decided	1-HYPERNYM	5
depressed	1-HYPERNYM	4
desperate	1-HYPERNYM	5
destroyed	1-HYPERNYM	7
destroying	1-HYPERNYM	3
die	1-HYPERNYM	7
died	1-HYPERNYM	6
disappear	1-HYPERNYM	3
displaced	1-HYPERNYM	8
disturbed	1-HYPERNYM	8
does	1-HYPERNYM	159
due	1-HYPERNYM	61
earth	1-HYPERNYM	5
east	1-HYPERNYM	12
eight	1-HYPERNYM	3
end	1-HYPERNYM	13
ended	1-HYPERNYM	4
ending	1-HYPERNYM	3
endure	1-HYPERNYM	4
enough	1-HYPERNYM	91
epidemic	1-HYPERNYM	3
european	1-HYPERNYM	4
evil	1-HYPERNYM	10
ex	1-HYPERNYM	4
exact	1-HYPERNYM	3
express	1-HYPERNYM	3
extreme	1-HYPERNYM	9
extremist	1-HYPERNYM	3
face	1-HYPERNYM	5
failed	1-HYPERNYM	6
fair	1-HYPERNYM	18
fake	1-HYPERNYM	11
falling	1-HYPERNYM	4
farmers	1-HYPERNYM	4
fast	1-HYPERNYM	6
fat	1-HYPERNYM	4
father	1-HYPERNYM	4
feel	1-HYPERNYM	7
female	1-HYPERNYM	10
fight	1-HYPERNYM	3
fighting	1-HYPERNYM	7
find	1-HYPERNYM	3
fine	1-HYPERNYM	8
fired	1-HYPERNYM	3
first	1-HYPERNYM	62
five	1-HYPERNYM	10
follow	1-HYPERNYM	3
following	1-HYPERNYM	4
forget	1-HYPERNYM	3
forward	1-HYPERNYM	15
four	1-HYPERNYM	13
free	1-HYPERNYM	21
funny	1-HYPERNYM	12
future	1-HYPERNYM	10
gain	1-HYPERNYM	4
gay	1-HYPERNYM	4
general	1-HYPERNYM	15
get	1-HYPERNYM	61
gets	1-HYPERNYM	4
getting	1-HYPERNYM	16
giant	1-HYPERNYM	6
glad	1-HYPERNYM	50
globe	1-HYPERNYM	3
go	1-HYPERNYM	81
goes	1-HYPERNYM	16
going	1-HYPERNYM	114
gone	1-HYPERNYM	17
good	1-HYPERNYM	148
got	1-HYPERNYM	18
grand	1-HYPERNYM	4
granted	1-HYPERNYM	6
great	1-HYPERNYM	61
green	1-HYPERNYM	5
grown	1-HYPERNYM	4
half	1-HYPERNYM	3
happen	1-HYPERNYM	42
happened	1-HYPERNYM	49
happening	1-HYPERNYM	32
happens	1-HYPERNYM	29
has	1-HYPERNYM	371
hear	1-HYPERNYM	61
heard	1-HYPERNYM	31
hearing	1-HYPERNYM	10
heavy	1-HYPERNYM	9
held	1-HYPERNYM	4
hidden	1-HYPERNYM	3
high	1-HYPERNYM	40
his	1-HYPERNYM	31
hit	1-HYPERNYM	3
hold	1-HYPERNYM	3
hollywood	1-HYPERNYM	3
holocaust	1-HYPERNYM	3
human	1-HYPERNYM	70
ideal	1-HYPERNYM	4
ignore	1-HYPERNYM	10
ignored	1-HYPERNYM	4
ill	1-HYPERNYM	13
immune	1-HYPERNYM	3
including	1-HYPERNYM	7
indian	1-HYPERNYM	8
individual	1-HYPERNYM	8
injured	1-HYPERNYM	10
innocent	1-HYPERNYM	44
inside	1-HYPERNYM	13
intended	1-HYPERNYM	4
international	1-HYPERNYM	13
involved	1-HYPERNYM	29
involving	1-HYPERNYM	7
isolated	1-HYPERNYM	3
keep	1-HYPERNYM	8
keeping	1-HYPERNYM	3
key	1-HYPERNYM	3
kid	1-HYPERNYM	7
kids	1-HYPERNYM	22
kill	1-HYPERNYM	34
killed	1-HYPERNYM	71
killing	1-HYPERNYM	25
kills	1-HYPERNYM	3
knew	1-HYPERNYM	10
know	1-HYPERNYM	86
knowing	1-HYPERNYM	5
known	1-HYPERNYM	9
knows	1-HYPERNYM	4
lack	1-HYPERNYM	4
learn	1-HYPERNYM	21
learned	1-HYPERNYM	20
learning	1-HYPERNYM	8
leave	1-HYPERNYM	20
leaving	1-HYPERNYM	7
left	1-HYPERNYM	24
less	1-HYPERNYM	59
let	1-HYPERNYM	20
light	1-HYPERNYM	4
like	1-HYPERNYM	64
little	1-HYPERNYM	100
live	1-HYPERNYM	91
lived	1-HYPERNYM	11
lives	1-HYPERNYM	4
living	1-HYPERNYM	24
long	1-HYPERNYM	90
lose	1-HYPERNYM	25
losing	1-HYPERNYM	9
lost	1-HYPERNYM	45
lot	1-HYPERNYM	14
love	1-HYPERNYM	4
loved	1-HYPERNYM	4
lower	1-HYPERNYM	8
made	1-HYPERNYM	30
make	1-HYPERNYM	33
makes	1-HYPERNYM	28
making	1-HYPERNYM	12
male	1-HYPERNYM	9
man	1-HYPERNYM	4
mean	1-HYPERNYM	21
means	1-HYPERNYM	5
meet	1-HYPERNYM	6
met	1-HYPERNYM	3
mexican	1-HYPERNYM	4
middle	1-HYPERNYM	24
military	1-HYPERNYM	24
million	1-HYPERNYM	10
miss	1-HYPERNYM	3
missed	1-HYPERNYM	5
missing	1-HYPERNYM	4
moral	1-HYPERNYM	9
move	1-HYPERNYM	22
moved	1-HYPERNYM	8
moving	1-HYPERNYM	13
multiple	1-HYPERNYM	13
national	1-HYPERNYM	6
near	1-HYPERNYM	38
need	1-HYPERNYM	114
needed	1-HYPERNYM	13
needs	1-HYPERNYM	30
negative	1-HYPERNYM	18
night	1-HYPERNYM	3
north	1-HYPERNYM	13
numb	1-HYPERNYM	4
occur	1-HYPERNYM	5
occurred	1-HYPERNYM	5
occurs	1-HYPERNYM	3
ok	1-HYPERNYM	11
okay	1-HYPERNYM	11
old	1-HYPERNYM	66
older	1-HYPERNYM	14
one	1-HYPERNYM	222
open	1-HYPERNYM	23
outside	1-HYPERNYM	18
overall	1-HYPERNYM	10
paris	1-HYPERNYM	17
past	1-HYPERNYM	27
played	1-HYPERNYM	3
plus	1-HYPERNYM	3
poor	1-HYPERNYM	85
post	1-HYPERNYM	4
potential	1-HYPERNYM	6
present	1-HYPERNYM	3
prior	1-HYPERNYM	4
professional	1-HYPERNYM	5
public	1-HYPERNYM	26
python	1-HYPERNYM	5
racist	1-HYPERNYM	5
raise	1-HYPERNYM	3
read	1-HYPERNYM	3
ready	1-HYPERNYM	8
realize	1-HYPERNYM	19
realized	1-HYPERNYM	4
recognize	1-HYPERNYM	5
recognized	1-HYPERNYM	4
refuse	1-HYPERNYM	3
related	1-HYPERNYM	4
released	1-HYPERNYM	5
remember	1-HYPERNYM	27
remembered	1-HYPERNYM	3
reminds	1-HYPERNYM	9
removed	1-HYPERNYM	3
republican	1-HYPERNYM	7
right	1-HYPERNYM	126
ruined	1-HYPERNYM	4
safe	1-HYPERNYM	67
said	1-HYPERNYM	5
say	1-HYPERNYM	9
says	1-HYPERNYM	3
second	1-HYPERNYM	22
see	1-HYPERNYM	21
seeing	1-HYPERNYM	4
seen	1-HYPERNYM	8
self	1-HYPERNYM	4
seven	1-HYPERNYM	6
shot	1-HYPERNYM	5
sick	1-HYPERNYM	39
side	1-HYPERNYM	3
silly	1-HYPERNYM	4
simple	1-HYPERNYM	12
single	1-HYPERNYM	9
slow	1-HYPERNYM	3
smart	1-HYPERNYM	8
son	1-HYPERNYM	25
sooner	1-HYPERNYM	3
south	1-HYPERNYM	8
square	1-HYPERNYM	4
start	1-HYPERNYM	27
started	1-HYPERNYM	15
starting	1-HYPERNYM	11
starts	1-HYPERNYM	5
stay	1-HYPERNYM	7
still	1-HYPERNYM	160
stop	1-HYPERNYM	43
stopped	1-HYPERNYM	11
straight	1-HYPERNYM	3
super	1-HYPERNYM	10
support	1-HYPERNYM	6
surprised	1-HYPERNYM	8
survive	1-HYPERNYM	18
survived	1-HYPERNYM	13
suspected	1-HYPERNYM	3
sympathize	1-HYPERNYM	3
syrian	1-HYPERNYM	9
take	1-HYPERNYM	29
taken	1-HYPERNYM	9
taking	1-HYPERNYM	15
ten	1-HYPERNYM	4
thick	1-HYPERNYM	3
think	1-HYPERNYM	194
thinking	1-HYPERNYM	14
thinks	1-HYPERNYM	4
third	1-HYPERNYM	13
thought	1-HYPERNYM	24
thousand	1-HYPERNYM	3
top	1-HYPERNYM	7
torn	1-HYPERNYM	7
total	1-HYPERNYM	8
trapped	1-HYPERNYM	6
traveling	1-HYPERNYM	5
treat	1-HYPERNYM	3
treated	1-HYPERNYM	8
treating	1-HYPERNYM	3
trees	1-HYPERNYM	8
troubled	1-HYPERNYM	5
truth	1-HYPERNYM	9
turkey	1-HYPERNYM	6
two	1-HYPERNYM	71
u.s.	1-HYPERNYM	5
understand	1-HYPERNYM	81
understanding	1-HYPERNYM	6
understood	1-HYPERNYM	3
united	1-HYPERNYM	29
upset	1-HYPERNYM	21
upsetting	1-HYPERNYM	12
us	1-HYPERNYM	5
usa	1-HYPERNYM	6
use	1-HYPERNYM	22
used	1-HYPERNYM	45
using	1-HYPERNYM	28
wait	1-HYPERNYM	5
waiting	1-HYPERNYM	6
want	1-HYPERNYM	79
wanted	1-HYPERNYM	22
wanting	1-HYPERNYM	7
wants	1-HYPERNYM	15
warm	1-HYPERNYM	6
warming	1-HYPERNYM	16
watch	1-HYPERNYM	11
watching	1-HYPERNYM	6
weird	1-HYPERNYM	20
well	1-HYPERNYM	139
went	1-HYPERNYM	22
white	1-HYPERNYM	31
whole	1-HYPERNYM	59
wild	1-HYPERNYM	23
win	1-HYPERNYM	16
wise	1-HYPERNYM	3
won	1-HYPERNYM	7
words	1-HYPERNYM	3
work	1-HYPERNYM	6
worked	1-HYPERNYM	4
working	1-HYPERNYM	11
world	1-HYPERNYM	12
worried	1-HYPERNYM	22
worry	1-HYPERNYM	3
worst	1-HYPERNYM	25
wrong	1-HYPERNYM	71
yahoo	1-HYPERNYM	3
DIS	1-LEGOMENA	1329
HAPAX	1-LEGOMENA	1483
ADMINISTRATION	1-LEXICONADR	103
ANATOMY	1-LEXICONADR	673
DRUG	1-LEXICONADR	175
REACTION	1-LEXICONADR	1217
ANGER	1-LEXICONAILEXCAT	330
ANGERANTICIPATIONFEAR	1-LEXICONAILEXCAT	18
ANGERANTICIPATIONFEARSADNESS	1-LEXICONAILEXCAT	11
ANGERANTICIPATIONFEARSURPRISE	1-LEXICONAILEXCAT	7
ANGERDISGUST	1-LEXICONAILEXCAT	186
ANGERDISGUSTFEAR	1-LEXICONAILEXCAT	162
ANGERDISGUSTFEARSADNESS	1-LEXICONAILEXCAT	652
ANGERDISGUSTFEARSURPRISE	1-LEXICONAILEXCAT	38
ANGERDISGUSTSADNESS	1-LEXICONAILEXCAT	71
ANGERFEAR	1-LEXICONAILEXCAT	333
ANGERFEARSADNESS	1-LEXICONAILEXCAT	472
ANGERFEARSADNESSSURPRISE	1-LEXICONAILEXCAT	79
ANGERFEARSADNESSTRUST	1-LEXICONAILEXCAT	4
ANGERFEARSURPRISE	1-LEXICONAILEXCAT	9
ANGERSADNESS	1-LEXICONAILEXCAT	114
ANGERSURPRISE	1-LEXICONAILEXCAT	21
ANGERTRUST	1-LEXICONAILEXCAT	11
ANTICIPATION	1-LEXICONAILEXCAT	701
ANTICIPATIONFEAR	1-LEXICONAILEXCAT	91
ANTICIPATIONFEARJOYSURPRISE	1-LEXICONAILEXCAT	21
ANTICIPATIONFEARJOYTRUST	1-LEXICONAILEXCAT	16
ANTICIPATIONFEARSADNESS	1-LEXICONAILEXCAT	47
ANTICIPATIONFEARSURPRISE	1-LEXICONAILEXCAT	3
ANTICIPATIONFEARTRUST	1-LEXICONAILEXCAT	22
ANTICIPATIONJOY	1-LEXICONAILEXCAT	180
ANTICIPATIONJOYSADNESSTRUST	1-LEXICONAILEXCAT	6
ANTICIPATIONJOYSURPRISE	1-LEXICONAILEXCAT	79
ANTICIPATIONJOYSURPRISETRUST	1-LEXICONAILEXCAT	509
ANTICIPATIONJOYTRUST	1-LEXICONAILEXCAT	482
ANTICIPATIONSADNESS	1-LEXICONAILEXCAT	4
ANTICIPATIONSURPRISE	1-LEXICONAILEXCAT	41
ANTICIPATIONTRUST	1-LEXICONAILEXCAT	147
DISGUST	1-LEXICONAILEXCAT	262
DISGUSTFEAR	1-LEXICONAILEXCAT	48
DISGUSTFEARSADNESS	1-LEXICONAILEXCAT	166
DISGUSTFEARSADNESSSURPRISE	1-LEXICONAILEXCAT	3
DISGUSTSADNESS	1-LEXICONAILEXCAT	109
FEAR	1-LEXICONAILEXCAT	964
FEARSADNESS	1-LEXICONAILEXCAT	540
FEARSADNESSSURPRISE	1-LEXICONAILEXCAT	53
FEARSADNESSTRUST	1-LEXICONAILEXCAT	35
FEARSURPRISE	1-LEXICONAILEXCAT	31
FEARTRUST	1-LEXICONAILEXCAT	106
JOY	1-LEXICONAILEXCAT	1025
JOYSADNESSTRUST	1-LEXICONAILEXCAT	8
JOYSURPRISE	1-LEXICONAILEXCAT	119
JOYSURPRISETRUST	1-LEXICONAILEXCAT	19
JOYTRUST	1-LEXICONAILEXCAT	587
SADNESS	1-LEXICONAILEXCAT	930
SADNESSSURPRISE	1-LEXICONAILEXCAT	47
SADNESSTRUST	1-LEXICONAILEXCAT	13
SURPRISE	1-LEXICONAILEXCAT	406
TRUST	1-LEXICONAILEXCAT	1385
HANGER	1-LEXICONAILEXINT	502
HANTICIPATION	1-LEXICONAILEXINT	294
HDISGUST	1-LEXICONAILEXINT	211
HFEAR	1-LEXICONAILEXINT	883
HJOY	1-LEXICONAILEXINT	367
HSADNESS	1-LEXICONAILEXINT	780
HSURPRISE	1-LEXICONAILEXINT	151
HTRUST	1-LEXICONAILEXINT	596
LANGER	1-LEXICONAILEXINT	112
LANTICIPATION	1-LEXICONAILEXINT	30
LDISGUST	1-LEXICONAILEXINT	119
LFEAR	1-LEXICONAILEXINT	506
LJOY	1-LEXICONAILEXINT	260
LSADNESS	1-LEXICONAILEXINT	404
LSURPRISE	1-LEXICONAILEXINT	31
LTRUST	1-LEXICONAILEXINT	80
MANGER	1-LEXICONAILEXINT	533
MANTICIPATION	1-LEXICONAILEXINT	1032
MDISGUST	1-LEXICONAILEXINT	275
MFEAR	1-LEXICONAILEXINT	677
